User_ID,Frequency,Monetary,Avg_Purchase,Gender,Age,Occupation,City_Category,F_Score,M_Score,FM_Score,Segment
1000035,111,821303,7399.126126126126,M,46-50,1,C,3,3,6,Loyal high-value
1000036,200,2316570,11582.85,M,26-35,3,B,4,4,8,Champions
1000037,30,248370,8279.0,F,26-35,9,C,2,2,4,At risk / low engagement
1000039,41,382339,9325.341463414634,M,18-25,4,B,2,2,4,At risk / low engagement
1000041,16,146840,9177.5,F,18-25,4,C,1,1,2,At risk / low engagement
1000042,125,1483035,11864.28,M,26-35,8,C,4,4,8,Champions
1000043,14,137916,9851.142857142857,M,26-35,12,A,1,1,2,At risk / low engagement
1000044,120,1180380,9836.5,M,46-50,17,B,4,4,8,Champions
1000045,162,928494,5731.444444444444,F,46-50,16,A,4,3,7,Loyal high-value
1000046,21,138729,6606.142857142857,M,18-25,19,C,1,1,2,At risk / low engagement
1000047,14,131303,9378.785714285714,M,18-25,4,C,1,1,2,At risk / low engagement
1000048,338,2788504,8250.011834319526,M,26-35,4,B,4,4,8,Champions
1000049,60,732364,12206.066666666668,M,18-25,12,C,3,3,6,Loyal high-value
1000050,25,198810,7952.4,F,26-35,2,A,1,1,2,At risk / low engagement
1000051,25,200772,8030.88,F,0-17,10,C,1,1,2,At risk / low engagement
1000052,42,523039,12453.309523809523,M,18-25,4,C,2,3,5,Big spenders (infrequent)
1000053,377,4270371,11327.244031830238,M,26-35,0,B,4,4,8,Champions
1000054,24,187451,7810.458333333333,M,51-55,1,C,1,1,2,At risk / low engagement
1000055,14,134320,9594.285714285714,F,36-45,12,B,1,1,2,At risk / low engagement
1000056,38,383101,10081.605263157895,M,36-45,20,C,2,2,4,At risk / low engagement
1000057,43,312584,7269.395348837209,M,18-25,19,C,2,2,4,At risk / low engagement
1000058,261,2896836,11098.988505747126,M,26-35,2,B,4,4,8,Champions
1000059,128,980118,7657.171875,F,51-55,1,B,4,3,7,Loyal high-value
1000060,36,280029,7778.583333333333,M,51-55,1,C,2,2,4,At risk / low engagement
1000061,20,156360,7818.0,M,26-35,17,C,1,1,2,At risk / low engagement
1000062,282,2513618,8913.539007092199,F,36-45,3,A,4,4,8,Champions
1000063,63,553760,8789.84126984127,M,18-25,4,C,3,3,6,Loyal high-value
1000064,16,210996,13187.25,M,18-25,1,A,1,1,2,At risk / low engagement
1000065,67,892321,13318.223880597016,M,36-45,12,C,3,3,6,Loyal high-value
1000066,21,225028,10715.619047619048,M,26-35,18,C,1,1,2,At risk / low engagement
1000067,36,352342,9787.277777777777,F,51-55,5,C,2,2,4,At risk / low engagement
1000068,43,328655,7643.139534883721,M,18-25,4,A,2,2,4,At risk / low engagement
1000069,36,316042,8778.944444444445,F,26-35,1,A,2,2,4,At risk / low engagement
1000070,26,213769,8221.884615384615,M,18-25,4,A,1,1,2,At risk / low engagement
1000071,16,157105,9819.0625,M,26-35,14,A,1,1,2,At risk / low engagement
1000072,27,228161,8450.407407407407,F,46-50,0,B,2,1,3,At risk / low engagement
1000073,134,1428303,10658.977611940298,M,18-25,4,A,4,4,8,Champions
1000074,29,326298,11251.655172413793,M,36-45,14,A,2,2,4,At risk / low engagement
1000075,111,1035584,9329.585585585586,F,0-17,10,C,3,3,6,Loyal high-value
1000076,51,597730,11720.196078431372,M,36-45,7,B,2,3,5,Big spenders (infrequent)
1000077,22,147847,6720.318181818182,M,18-25,4,C,1,1,2,At risk / low engagement
1000078,86,582902,6777.930232558139,F,46-50,1,C,3,3,6,Loyal high-value
1000079,17,124538,7325.764705882353,F,46-50,0,A,1,1,2,At risk / low engagement
1000080,32,339364,10605.125,M,55+,1,C,2,2,4,At risk / low engagement
1000081,51,624777,12250.529411764706,F,26-35,0,A,2,3,5,Big spenders (infrequent)
1000082,59,645708,10944.203389830509,M,26-35,17,C,3,3,6,Loyal high-value
1000083,53,529959,9999.22641509434,F,26-35,2,C,2,3,5,Big spenders (infrequent)
1000084,22,277125,12596.59090909091,M,18-25,4,C,1,2,3,At risk / low engagement
1000085,19,148849,7834.1578947368425,M,18-25,4,C,1,1,2,At risk / low engagement
1000086,24,294063,12252.625,F,0-17,10,C,1,2,3,At risk / low engagement
1000087,37,407327,11008.837837837838,M,26-35,14,C,2,2,4,At risk / low engagement
1000088,33,329348,9980.242424242424,F,46-50,1,C,2,2,4,At risk / low engagement
1000089,14,112276,8019.714285714285,F,55+,9,C,1,1,2,At risk / low engagement
1000090,137,1310621,9566.576642335767,M,55+,13,C,4,4,8,Champions
1000091,24,211281,8803.375,M,36-45,7,C,1,1,2,At risk / low engagement
1000092,223,1573914,7057.910313901345,F,18-25,4,B,4,4,8,Champions
1000093,115,1275642,11092.539130434783,M,26-35,17,B,3,4,7,Loyal high-value
1000094,7,49288,7041.142857142857,M,26-35,17,C,1,1,2,At risk / low engagement
1000095,56,580306,10362.607142857143,M,46-50,0,C,3,3,6,Loyal high-value
1000096,43,444238,10331.116279069767,F,26-35,16,C,2,2,4,At risk / low engagement
1000097,83,867399,10450.590361445784,F,36-45,3,C,3,3,6,Loyal high-value
1000098,13,154510,11885.384615384615,F,36-45,7,C,1,1,2,At risk / low engagement
1000099,65,506439,7791.369230769231,F,0-17,10,C,3,2,5,Frequent low-value
1000100,42,461945,10998.690476190477,M,36-45,17,C,2,2,4,At risk / low engagement
1000101,66,1138265,17246.439393939392,F,18-25,3,A,3,4,7,Loyal high-value
1000102,87,640517,7362.264367816092,M,36-45,19,C,3,3,6,Loyal high-value
1000103,66,1016837,15406.621212121212,M,46-50,7,B,3,3,6,Loyal high-value
1000104,28,215030,7679.642857142857,M,26-35,12,C,2,1,3,At risk / low engagement
1000105,41,636115,15515.0,M,46-50,12,C,2,3,5,Big spenders (infrequent)
1000106,31,249390,8044.8387096774195,F,36-45,11,C,2,2,4,At risk / low engagement
1000107,65,578540,8900.615384615385,M,46-50,18,C,3,3,6,Loyal high-value
1000108,14,120872,8633.714285714286,M,26-35,12,C,1,1,2,At risk / low engagement
1000109,44,468810,10654.772727272728,M,46-50,15,C,2,2,4,At risk / low engagement
1000110,41,435598,10624.341463414634,M,26-35,2,B,2,2,4,At risk / low engagement
1000111,55,521270,9477.636363636364,M,36-45,15,C,3,3,6,Loyal high-value
1000112,30,413240,13774.666666666666,M,26-35,16,C,2,2,4,At risk / low engagement
1000113,36,360080,10002.222222222223,M,18-25,12,C,2,2,4,At risk / low engagement
1000114,52,418019,8038.826923076923,F,26-35,2,C,2,2,4,At risk / low engagement
1000116,55,590875,10743.181818181818,M,26-35,17,C,3,3,6,Loyal high-value
1000117,283,2742646,9691.328621908127,M,26-35,17,A,4,4,8,Champions
1000118,119,1301643,10938.176470588236,M,36-45,17,C,4,4,8,Champions
1000119,57,420927,7384.684210526316,F,0-17,10,C,3,2,5,Frequent low-value
1000120,33,344419,10436.939393939394,M,26-35,11,C,2,2,4,At risk / low engagement
1000121,41,586434,14303.268292682927,M,36-45,7,C,2,3,5,Big spenders (infrequent)
1000122,26,271183,10430.115384615385,F,18-25,4,C,1,2,3,At risk / low engagement
1000123,352,3237092,9196.28409090909,M,36-45,9,B,4,4,8,Champions
1000124,15,135998,9066.533333333333,M,55+,7,C,1,1,2,At risk / low engagement
1000125,36,504628,14017.444444444445,M,46-50,14,B,2,2,4,At risk / low engagement
1000126,30,333612,11120.4,M,18-25,9,B,2,2,4,At risk / low engagement
1000127,100,1171261,11712.61,F,46-50,3,C,3,4,7,Loyal high-value
1000128,13,139414,10724.153846153846,M,55+,6,A,1,1,2,At risk / low engagement
1000129,85,1254181,14755.070588235294,M,26-35,11,C,3,4,7,Loyal high-value
1000130,80,1274878,15935.975,M,36-45,17,B,3,4,7,Loyal high-value
1000131,153,1271991,8313.666666666666,M,18-25,4,C,4,4,8,Champions
1000132,45,345438,7676.4,M,26-35,17,C,2,2,4,At risk / low engagement
1000133,93,801864,8622.193548387097,F,26-35,0,C,3,3,6,Loyal high-value
1000134,102,877630,8604.21568627451,M,26-35,0,C,3,3,6,Loyal high-value
1000135,39,360650,9247.435897435897,M,18-25,4,C,2,2,4,At risk / low engagement
1000136,227,1562462,6883.092511013216,M,18-25,2,B,4,4,8,Champions
1000137,125,1273519,10188.152,F,46-50,6,C,4,4,8,Champions
1000138,37,593148,16031.027027027027,M,18-25,20,C,2,3,5,Big spenders (infrequent)
1000139,137,1500574,10953.094890510949,F,26-35,20,C,4,4,8,Champions
1000140,33,329084,9972.242424242424,F,36-45,1,B,2,2,4,At risk / low engagement
1000141,13,115058,8850.615384615385,M,36-45,13,C,1,1,2,At risk / low engagement
1000142,34,301459,8866.441176470587,M,26-35,7,A,2,2,4,At risk / low engagement
1000143,37,375743,10155.216216216217,M,18-25,3,C,2,2,4,At risk / low engagement
1000144,22,234047,10638.5,M,26-35,17,C,1,1,2,At risk / low engagement
1000145,29,195522,6742.137931034483,M,18-25,4,C,2,1,3,At risk / low engagement
1000146,238,2257255,9484.264705882353,F,36-45,20,B,4,4,8,Champions
1000147,95,1094887,11525.126315789474,M,18-25,4,B,3,3,6,Loyal high-value
1000148,339,3617294,10670.48377581121,M,51-55,17,B,4,4,8,Champions
1000149,334,3775096,11302.68263473054,M,26-35,1,B,4,4,8,Champions
1000150,135,1226295,9083.666666666666,M,36-45,7,B,4,4,8,Champions
1000151,283,2560797,9048.752650176679,F,26-35,20,A,4,4,8,Champions
1000152,18,129138,7174.333333333333,M,18-25,4,A,1,1,2,At risk / low engagement
1000153,15,125304,8353.6,M,0-17,10,C,1,1,2,At risk / low engagement
1000154,35,281466,8041.885714285714,M,51-55,20,A,2,2,4,At risk / low engagement
1000155,54,360236,6671.037037037037,M,36-45,12,C,2,2,4,At risk / low engagement
1000156,77,689084,8949.142857142857,F,46-50,7,C,3,3,6,Loyal high-value
1000157,217,2228762,10270.792626728111,M,36-45,16,A,4,4,8,Champions
1000158,15,185073,12338.2,M,55+,7,C,1,1,2,At risk / low engagement
1000159,24,224129,9338.708333333334,F,46-50,0,A,1,1,2,At risk / low engagement
1000160,10,84580,8458.0,M,36-45,7,C,1,1,2,At risk / low engagement
1000161,184,1884662,10242.728260869566,M,46-50,16,C,4,4,8,Champions
1000162,55,686358,12479.236363636364,F,18-25,4,C,3,3,6,Loyal high-value
1000163,271,1633731,6028.527675276753,M,18-25,4,A,4,4,8,Champions
1000164,18,155793,8655.166666666666,F,55+,13,C,1,1,2,At risk / low engagement
1000165,57,602989,10578.754385964912,M,18-25,16,A,3,3,6,Loyal high-value
1000166,217,2073193,9553.884792626728,M,18-25,4,B,4,4,8,Champions
1000167,29,187087,6451.275862068966,F,26-35,11,B,2,1,3,At risk / low engagement
1000168,14,134698,9621.285714285714,F,51-55,0,C,1,1,2,At risk / low engagement
1000169,313,2850607,9107.370607028754,M,26-35,7,B,4,4,8,Champions
1000170,43,537867,12508.53488372093,M,26-35,11,C,2,3,5,Big spenders (infrequent)
1000171,15,208924,13928.266666666666,F,51-55,17,B,1,1,2,At risk / low engagement
1000172,15,213016,14201.066666666668,M,26-35,3,C,1,1,2,At risk / low engagement
1000173,315,3204716,10173.701587301588,M,26-35,0,B,4,4,8,Champions
1000174,56,763377,13631.732142857143,M,26-35,16,C,3,3,6,Loyal high-value
1000175,171,1459135,8532.95321637427,F,26-35,2,B,4,4,8,Champions
1000176,40,319685,7992.125,F,18-25,3,C,2,2,4,At risk / low engagement
1000177,31,390156,12585.677419354839,M,51-55,1,B,2,2,4,At risk / low engagement
1000178,67,540659,8069.537313432836,M,55+,17,A,3,3,6,Loyal high-value
1000179,67,486867,7266.671641791045,M,26-35,0,A,3,2,5,Frequent low-value
1000180,31,258592,8341.677419354839,M,46-50,12,C,2,2,4,At risk / low engagement
1000181,170,1788678,10521.635294117646,M,18-25,17,C,4,4,8,Champions
1000182,54,490892,9090.592592592593,M,18-25,4,C,2,2,4,At risk / low engagement
1000183,64,660777,10324.640625,F,46-50,1,B,3,3,6,Loyal high-value
1000184,53,572948,10810.33962264151,F,26-35,0,C,2,3,5,Big spenders (infrequent)
1000185,32,435741,13616.90625,M,46-50,0,C,2,2,4,At risk / low engagement
1000186,59,652367,11057.06779661017,M,18-25,5,C,3,3,6,Loyal high-value
1000187,244,2253141,9234.184426229509,F,46-50,1,B,4,4,8,Champions
1000188,42,402282,9578.142857142857,M,55+,16,C,2,2,4,At risk / low engagement
1000189,20,209997,10499.85,M,18-25,0,B,1,1,2,At risk / low engagement
1000190,81,778581,9612.111111111111,M,26-35,17,A,3,3,6,Loyal high-value
1000191,17,117371,6904.176470588235,M,18-25,4,C,1,1,2,At risk / low engagement
1000192,285,2405988,8442.063157894738,M,18-25,1,B,4,4,8,Champions
1000193,137,1192531,8704.60583941606,F,46-50,15,C,4,4,8,Champions
1000194,36,261927,7275.75,F,0-17,10,C,2,2,4,At risk / low engagement
1000195,467,4532026,9704.552462526766,M,26-35,12,B,4,4,8,Champions
1000196,20,227705,11385.25,F,36-45,9,C,1,1,2,At risk / low engagement
1000197,17,143662,8450.70588235294,M,18-25,14,A,1,1,2,At risk / low engagement
1000198,208,2114755,10167.091346153846,M,26-35,12,A,4,4,8,Champions
1000199,207,1825465,8818.67149758454,M,18-25,4,B,4,4,8,Champions
1000200,15,129710,8647.333333333334,F,18-25,4,C,1,1,2,At risk / low engagement
1000201,52,465427,8950.51923076923,F,36-45,2,A,2,2,4,At risk / low engagement
1000202,379,3195955,8432.598944591029,M,18-25,4,A,4,4,8,Champions
1000203,65,389087,5985.953846153846,F,18-25,4,B,3,2,5,Frequent low-value
1000204,246,2424484,9855.626016260163,M,26-35,7,B,4,4,8,Champions
1000205,84,923914,10998.97619047619,M,36-45,12,A,3,3,6,Loyal high-value
1000206,16,152712,9544.5,M,26-35,17,C,1,1,2,At risk / low engagement
1000207,13,113722,8747.846153846154,M,26-35,12,B,1,1,2,At risk / low engagement
1000208,108,1110185,10279.49074074074,M,36-45,17,C,3,3,6,Loyal high-value
1000209,14,86769,6197.785714285715,M,36-45,1,B,1,1,2,At risk / low engagement
1000210,58,883230,15228.103448275862,F,0-17,10,C,3,3,6,Loyal high-value
1000211,21,224683,10699.190476190477,M,46-50,17,C,1,1,2,At risk / low engagement
1000212,68,679386,9990.970588235294,M,26-35,16,C,3,3,6,Loyal high-value
1000213,10,98185,9818.5,F,18-25,4,C,1,1,2,At risk / low engagement
1000214,94,751975,7999.734042553191,M,18-25,20,C,3,3,6,Loyal high-value
1000215,16,237988,14874.25,M,36-45,14,C,1,2,3,At risk / low engagement
1000216,430,3140868,7304.344186046512,M,46-50,13,B,4,4,8,Champions
1000217,14,144915,10351.07142857143,M,18-25,4,A,1,1,2,At risk / low engagement
1000218,50,381736,7634.72,M,36-45,14,C,2,2,4,At risk / low engagement
1000219,22,175671,7985.045454545455,F,26-35,4,A,1,1,2,At risk / low engagement
1000220,57,620991,10894.578947368422,M,26-35,12,A,3,3,6,Loyal high-value
1000221,19,130967,6893.0,F,26-35,0,B,1,1,2,At risk / low engagement
1000222,39,428449,10985.871794871795,M,26-35,1,A,2,2,4,At risk / low engagement
1000223,131,1125900,8594.65648854962,M,26-35,17,B,4,4,8,Champions
1000225,293,2483266,8475.310580204778,M,26-35,7,A,4,4,8,Champions
1000226,10,93001,9300.1,M,36-45,1,C,1,1,2,At risk / low engagement
1000227,17,165449,9732.29411764706,M,36-45,20,B,1,1,2,At risk / low engagement
1000228,22,233041,10592.772727272728,M,26-35,15,A,1,1,2,At risk / low engagement
1000229,115,910223,7914.982608695652,M,18-25,10,C,3,3,6,Loyal high-value
1000230,100,1071526,10715.26,M,46-50,1,C,3,3,6,Loyal high-value
1000231,55,627709,11412.89090909091,M,26-35,3,A,3,3,6,Loyal high-value
1000232,55,413883,7525.145454545454,M,26-35,20,A,3,2,5,Frequent low-value
1000233,28,273514,9768.357142857143,F,46-50,20,C,2,2,4,At risk / low engagement
1000234,21,198175,9436.904761904761,M,36-45,7,C,1,1,2,At risk / low engagement
1000235,268,2682668,10009.955223880597,M,26-35,0,B,4,4,8,Champions
1000236,32,373171,11661.59375,M,26-35,5,B,2,2,4,At risk / low engagement
1000237,89,660317,7419.29213483146,M,26-35,6,C,3,3,6,Loyal high-value
1000238,140,1188533,8489.521428571428,F,51-55,7,B,4,4,8,Champions
1000239,39,373618,9579.948717948719,M,18-25,19,A,2,2,4,At risk / low engagement
1000240,86,854532,9936.418604651162,M,51-55,17,A,3,3,6,Loyal high-value
1000241,28,335346,11976.642857142857,M,36-45,20,C,2,2,4,At risk / low engagement
1000242,166,1533999,9240.9578313253,F,18-25,4,A,4,4,8,Champions
1000243,14,107183,7655.928571428572,M,26-35,16,C,1,1,2,At risk / low engagement
1000244,51,541992,10627.29411764706,M,51-55,7,B,2,3,5,Big spenders (infrequent)
1000245,435,2958852,6801.958620689656,M,36-45,16,B,4,4,8,Champions
1000246,15,135040,9002.666666666666,F,18-25,4,C,1,1,2,At risk / low engagement
1000247,22,179969,8180.409090909091,M,26-35,17,B,1,1,2,At risk / low engagement
1000248,18,236168,13120.444444444445,M,18-25,17,B,1,1,2,At risk / low engagement
1000249,63,684804,10869.904761904761,F,18-25,14,C,3,3,6,Loyal high-value
1000250,12,112588,9382.333333333334,M,36-45,16,C,1,1,2,At risk / low engagement
1000251,41,414208,10102.634146341463,M,55+,17,A,2,2,4,At risk / low engagement
1000252,29,368795,12717.068965517241,M,26-35,12,C,2,2,4,At risk / low engagement
1000253,29,258950,8929.310344827587,F,26-35,11,C,2,2,4,At risk / low engagement
1000254,13,114234,8787.23076923077,M,36-45,17,C,1,1,2,At risk / low engagement
1000255,130,1455520,11196.307692307691,M,36-45,0,C,4,4,8,Champions
1000256,56,860460,15365.357142857143,M,46-50,16,C,3,3,6,Loyal high-value
1000257,35,445132,12718.057142857142,M,18-25,18,A,2,2,4,At risk / low engagement
1000258,76,783920,10314.736842105263,M,26-35,7,C,3,3,6,Loyal high-value
1000259,81,853248,10533.925925925925,M,26-35,1,B,3,3,6,Loyal high-value
1000260,90,1134519,12605.766666666666,M,18-25,19,C,3,4,7,Loyal high-value
1000261,218,2043759,9375.04128440367,M,26-35,20,A,4,4,8,Champions
1000262,62,639825,10319.758064516129,F,26-35,1,C,3,3,6,Loyal high-value
1000263,49,507106,10349.102040816326,F,26-35,7,C,2,2,4,At risk / low engagement
1000264,275,2115392,7692.334545454545,M,36-45,0,B,4,4,8,Champions
1000265,53,414942,7829.094339622641,F,36-45,7,A,2,2,4,At risk / low engagement
1000266,32,310213,9694.15625,M,36-45,11,C,2,2,4,At risk / low engagement
1000267,78,590162,7566.179487179487,M,46-50,12,C,3,3,6,Loyal high-value
1000268,143,1248334,8729.608391608392,F,18-25,12,C,4,4,8,Champions
1000269,16,119678,7479.875,M,26-35,2,A,1,1,2,At risk / low engagement
1000270,75,922239,12296.52,M,51-55,14,B,3,3,6,Loyal high-value
1000271,188,1975959,10510.420212765957,M,18-25,4,C,4,4,8,Champions
1000272,280,2852181,10186.360714285714,M,18-25,0,A,4,4,8,Champions
1000273,117,1240386,10601.589743589744,M,18-25,4,B,3,4,7,Loyal high-value
1000274,79,866188,10964.405063291139,M,18-25,4,A,3,3,6,Loyal high-value
1000275,53,544855,10280.283018867925,M,26-35,0,C,2,3,5,Big spenders (infrequent)
1000276,18,171897,9549.833333333334,M,46-50,16,C,1,1,2,At risk / low engagement
1000277,16,176033,11002.0625,F,36-45,1,C,1,1,2,At risk / low engagement
1000278,114,859983,7543.710526315789,M,46-50,18,C,3,3,6,Loyal high-value
1000279,27,234045,8668.333333333334,M,26-35,14,C,2,1,3,At risk / low engagement
1000280,26,189891,7303.5,M,51-55,7,C,1,1,2,At risk / low engagement
1000281,65,596211,9172.476923076923,F,36-45,0,A,3,3,6,Loyal high-value
1000282,15,165095,11006.333333333334,M,26-35,17,C,1,1,2,At risk / low engagement
1000283,18,244862,13603.444444444445,M,26-35,0,B,1,2,3,At risk / low engagement
1000284,275,2253516,8194.603636363636,M,26-35,12,B,4,4,8,Champions
1000285,70,771976,11028.228571428572,F,36-45,0,A,3,3,6,Loyal high-value
1000286,25,246138,9845.52,M,26-35,1,C,1,2,3,At risk / low engagement
1000287,65,571098,8786.123076923077,M,51-55,13,B,3,3,6,Loyal high-value
1000289,36,457657,12712.694444444445,F,26-35,0,C,2,2,4,At risk / low engagement
1000290,18,161040,8946.666666666666,F,26-35,20,C,1,1,2,At risk / low engagement
1000291,55,468257,8513.763636363636,M,36-45,12,B,3,2,5,Frequent low-value
1000292,24,258693,10778.875,M,36-45,7,C,1,2,3,At risk / low engagement
1000293,176,1246978,7085.102272727273,M,55+,1,C,4,4,8,Champions
1000294,19,127443,6707.526315789473,F,46-50,9,C,1,1,2,At risk / low engagement
1000295,105,1200333,11431.742857142857,M,18-25,0,C,3,4,7,Loyal high-value
1000296,58,503233,8676.431034482759,M,51-55,5,C,3,2,5,Frequent low-value
1000297,48,578712,12056.5,M,18-25,2,C,2,3,5,Big spenders (infrequent)
1000298,15,137272,9151.466666666667,F,18-25,4,C,1,1,2,At risk / low engagement
1000299,64,717925,11217.578125,M,26-35,12,C,3,3,6,Loyal high-value
1000300,154,1789852,11622.415584415585,M,26-35,7,B,4,4,8,Champions
1000301,204,1969774,9655.754901960785,M,18-25,4,B,4,4,8,Champions
1000302,454,3225955,7105.627753303965,M,18-25,4,B,4,4,8,Champions
1000303,125,1090742,8725.936,M,26-35,7,C,4,3,7,Loyal high-value
1000304,14,182842,13060.142857142857,M,26-35,0,B,1,1,2,At risk / low engagement
1000305,93,510332,5487.440860215053,F,18-25,0,B,3,2,5,Frequent low-value
1000306,113,1181761,10458.061946902655,M,18-25,0,C,3,4,7,Loyal high-value
1000307,114,1324203,11615.815789473685,M,51-55,16,B,3,4,7,Loyal high-value
1000308,322,2790537,8666.26397515528,M,26-35,2,A,4,4,8,Champions
1000309,65,734933,11306.661538461538,M,26-35,4,B,3,3,6,Loyal high-value
1000310,122,932125,7640.368852459016,F,18-25,4,C,4,3,7,Loyal high-value
1000311,11,165653,15059.363636363636,M,18-25,4,C,1,1,2,At risk / low engagement
1000312,31,258132,8326.838709677419,F,51-55,2,B,2,2,4,At risk / low engagement
1000313,14,128572,9183.714285714286,F,18-25,4,A,1,1,2,At risk / low engagement
1000314,174,1483498,8525.850574712644,F,55+,9,C,4,4,8,Champions
1000315,12,84882,7073.5,F,55+,1,A,1,1,2,At risk / low engagement
1000316,39,555750,14250.0,M,55+,13,C,2,3,5,Big spenders (infrequent)
1000317,13,120376,9259.692307692309,M,36-45,7,C,1,1,2,At risk / low engagement
1000318,13,121960,9381.538461538461,F,55+,13,A,1,1,2,At risk / low engagement
1000319,420,3292557,7839.421428571429,F,51-55,6,B,4,4,8,Champions
1000320,8,91410,11426.25,M,36-45,6,C,1,1,2,At risk / low engagement
1000321,135,1363801,10102.22962962963,M,18-25,4,B,4,4,8,Champions
1000322,18,180252,10014.0,M,55+,17,A,1,1,2,At risk / low engagement
1000323,60,556238,9270.633333333333,M,46-50,12,C,3,3,6,Loyal high-value
1000324,47,432511,9202.36170212766,M,36-45,17,B,2,2,4,At risk / low engagement
1000325,26,195135,7505.192307692308,F,51-55,3,A,1,1,2,At risk / low engagement
1000326,218,1774938,8141.917431192661,M,51-55,11,B,4,4,8,Champions
1000327,132,1257927,9529.75,M,36-45,18,C,4,4,8,Champions
1000328,32,360181,11255.65625,M,36-45,12,C,2,2,4,At risk / low engagement
1000329,447,3007097,6727.286353467562,M,36-45,7,A,4,4,8,Champions
1000330,41,461751,11262.219512195123,M,55+,7,C,2,2,4,At risk / low engagement
1000331,340,3269826,9617.135294117646,M,26-35,7,B,4,4,8,Champions
1000332,42,411182,9790.047619047618,M,51-55,1,C,2,2,4,At risk / low engagement
1000333,137,867140,6329.489051094891,M,36-45,2,A,4,3,7,Loyal high-value
1000334,40,328953,8223.825,F,55+,2,A,2,2,4,At risk / low engagement
1000335,96,775920,8082.5,M,36-45,18,C,3,3,6,Loyal high-value
1000336,58,745283,12849.706896551725,M,18-25,0,C,3,3,6,Loyal high-value
1000337,100,1098232,10982.32,M,18-25,19,C,3,3,6,Loyal high-value
1000338,203,2027171,9986.064039408868,M,36-45,7,A,4,4,8,Champions
1000339,71,626114,8818.507042253521,M,51-55,7,C,3,3,6,Loyal high-value
1000340,63,471450,7483.333333333333,F,26-35,3,C,3,2,5,Frequent low-value
1000341,11,138007,12546.09090909091,F,55+,13,C,1,1,2,At risk / low engagement
1000342,71,758556,10683.887323943662,M,18-25,12,C,3,3,6,Loyal high-value
1000343,157,1664154,10599.707006369426,F,36-45,3,B,4,4,8,Champions
1000344,54,531840,9848.888888888889,M,36-45,14,C,2,3,5,Big spenders (infrequent)
1000345,15,154703,10313.533333333333,M,26-35,12,A,1,1,2,At risk / low engagement
1000346,174,1537496,8836.183908045978,F,26-35,0,B,4,4,8,Champions
1000347,60,511248,8520.8,F,55+,1,A,3,2,5,Frequent low-value
